0,1038,0.613277703
1,2,0.651843465
1,3,0.63986342
1,4,0.631654313
1,5,0.6121025
1,12,0.646545632
1,35,0.608803962
1,227,0.608970534
1,272,0.608438054
1,308,0.602477082
2,1,0.651843465
2,3,0.989002403
2,4,0.980446006
2,5,0.686102296
2,6,0.731126508
2,7,0.692131107
2,8,0.689533782
2,10,0.799540535
2,11,0.80103513
2,12,0.755652708
2,13,0.723509404
2,275,0.636170073
2,389,0.603731319
3,1,0.63986342
3,2,0.989002403
3,4,0.991348821
3,5,0.674790336
3,6,0.719203273
3,7,0.67836103
3,8,0.697209851
3,10,0.808640018
3,11,0.81011722
3,12,0.742611907
3,13,0.731417753
3,275,0.643560964
4,1,0.631654313
4,2,0.980446006
4,3,0.991348821
4,5,0.667432443
4,6,0.721141698
4,7,0.681028696
4,8,0.688766072
4,10,0.798872596
4,11,0.800375786
4,12,0.740899355
4,13,0.723310547
4,275,0.633274599
5,1,0.6121025
5,2,0.686102296
5,3,0.674790336
5,4,0.667432443
5,6,0.686592333
5,7,0.672592437
5,8,0.652267686
5,9,0.615605138
5,10,0.675844988
5,11,0.67691045
5,12,0.718142536
5,13,0.648777363
5,308,0.607322681
6,2,0.731126508
6,3,0.719203273
6,4,0.721141698
6,5,0.686592333
6,7,0.622650934
6,8,0.6248515
6,10,0.681227262
6,11,0.682663367
6,12,0.672125792
6,13,0.734910237
6,35,0.625836874
6,1038,0.612312932
7,2,0.692131107
7,3,0.67836103
7,4,0.681028696
7,5,0.672592437
7,6,0.622650934
7,8,0.638338033
7,9,0.625092911
7,10,0.725395692
7,11,0.726479598
7,12,0.710836218
7,13,0.60970128
7,389,0.603923259
8,2,0.689533782
8,3,0.697209851
8,4,0.688766072
8,5,0.652267686
8,6,0.6248515
8,7,0.638338033
8,10,0.736920146
8,11,0.738362055
8,12,0.641851688
8,13,0.669115677
9,5,0.615605138
9,7,0.625092911
9,12,0.605869212
10,2,0.799540535
10,3,0.808640018
10,4,0.798872596
10,5,0.675844988
10,6,0.681227262
10,7,0.725395692
10,8,0.736920146
10,11,0.971563095
10,12,0.72311305
10,13,0.731375887
10,389,0.640103382
11,2,0.80103513
11,3,0.81011722
11,4,0.800375786
11,5,0.67691045
11,6,0.682663367
11,7,0.726479598
11,8,0.738362055
11,10,0.971563095
11,12,0.724345155
11,13,0.754295991
11,389,0.641216867
12,1,0.646545632
12,2,0.755652708
12,3,0.742611907
12,4,0.740899355
12,5,0.718142536
